xyYqXBEp0k,0.010069226,0.033039648,0.024858402,0.356198867,0.03901825,0.017306482,0.04751416,0.025802391,0.023914412,1.05034613,0.551919446,0.033983638,0.170862177,1.666142228,0.056639396,0.130899937,0.007866583,0.488672121,1.309943361,0.258023914,0.351164254,0.014474512,0.175582127,0.023285085,0.038388924,0.09314034,0.006293266,0.010698553,0.596286973,0.279106356,0.189427313,0.015103839,0.866268093,0.075833858,0.012271869,0.246381372,0.294839522,0.620201385,0.006922593,0.026431718,0.146003776,0.646633103,0.102894902,0.54279421,0.007866583,0.484896161,0.062617999,0.023914412,0.858086847,0.08464443,0.198867212,0.410006293,0.311516677,0.328823159,0.50566394,0.056324733,0.042479547,0.078351164,0.005349276,0.604782882,0.151353052,0.193832599,0.020138452,0.123033354
gEnjmX,0.044140423,0.140423335,0.252710377,1.657976252,0.068662881,0.056272586,0.167785235,0.264584409,0.19411461,0.600154879,0.706246773,0.334796076,0.364223025,1.557563242,0.215797625,0.291171915,0.063242127,0.048528653,5.386938565,1.086473929,1.7305111,0.133453795,0.48864223,0.163655137,0.213732576,0.644037171,0.086990191,0.020134228,0.297625194,0.110996386,0.058337636,0.092927207,0.360609189,0.195147135,0.059628291,0.074083634,0.082601962,1.106091895,0.058853898,0.041817243,0.110996386,0.914816727,0.622870418,0.28988126,0.03871967,0.106608157,0.192565823,0.037945276,1.824987093,0.397521941,0.316210635,1.059112029,0.135260712,1.245998967,0.987351575,0.721218379,0.228962313,0.541817243,0.075116159,0.264584409,0.231285493,0.115900878,0.016520392,0.06840475
sq24HfcN3u,0.066587396,0.261593341,0.349583829,2.271105826,0.103448276,0.128418549,0.252080856,0.4078478,0.260404281,0.81450654,0.715814507,0.430439952,0.395957194,1.841854935,0.242568371,0.376932224,0.109393579,0.041617122,7.11058264,1.233055886,2.003567182,0.07372176,0.613555291,0.168846611,0.293697979,0.770511296,0.083234245,0.047562426,0.361474435,0.117717004,0.122473246,0.085612366,0.356718193,0.136741974,0.117717004,0.084423306,0.109393579,1.567181926,0.124851367,0.059453032,0.183115339,1.31391201,0.734839477,0.577883472,0.080856124,0.260404281,0.205707491,0.058263971,2.256837099,0.652794293,0.504161712,1.442330559,0.161712247,1.434007134,1.564803805,0.676575505,0.354340071,0.701545779,0.122473246,0.250891795,0.395957194,0.441141498,0.03686088,0.14744352
iQAEvwou6mB,0.068883094,0.134506736,0.154498044,1.210343329,0.069317688,0.044763146,0.139939157,0.217731421,0.178183399,0.499130813,0.545415037,0.222077358,0.224250326,1.233159496,0.160799652,0.197740113,0.060625815,0.131464581,4.139287266,0.961755758,1.418296393,0.027162103,0.593220339,0.09517601,0.194046067,0.456540635,0.052151239,0.029335072,0.412863972,0.20686658,0.071707953,0.073880921,0.273794003,0.112125163,0.035853977,0.086918731,0.11777488,0.899174272,0.038026945,0.045632334,0.126249457,0.768578879,0.419600174,0.345284659,0.033029118,0.176445024,0.176227727,0.028683181,1.396349413,0.341590613,0.248804867,0.837896567,0.078226858,0.969361147,0.815949587,0.44654498,0.19382877,0.380704042,0.054976097,0.154280748,0.15341156,0.139287266,0.030638853,0.060625815
qhFO5DM8,0.022934512,0.145620337,0.132633324,1.256148107,0.074053606,0.043658469,0.106382979,0.247305886,0.199226306,0.608179055,0.556231003,0.239016303,0.291240674,1.393755181,0.214423874,0.191213042,0.05775076,0.070461453,4.195910473,0.694114396,1.140922907,0.077922078,0.291516994,0.106106659,0.172699641,0.446808511,0.045869025,0.021829235,0.224095054,0.107488256,0.048908538,0.061619232,0.316938381,0.107211937,0.050013816,0.06244819,0.05305333,0.929538547,0.018513401,0.02403979,0.063553468,0.781155015,0.489638022,0.288201161,0.020171318,0.140370268,0.185686654,0.02873722,1.357833656,0.419452888,0.234042553,0.824813484,0.119093672,0.912683062,0.97126278,0.378557613,0.193699917,0.407847472,0.04338215,0.334899143,0.277148384,0.287095883,0.015473888,0.180712904
cD1ky1p0WKII,0.089725446,0.02745542,0.016699689,0.314463629,0.055476932,0.016416643,0.038494198,0.028870648,0.01981319,0.343051231,0.437022361,0.016699689,0.152561562,0.873761676,0.087178036,0.079818851,0.009906595,0,0.968581942,0.117180866,0.140673648,0.027172375,0.07670535,0.000849137,0.010755732,0.023492782,0.001698273,0.003113501,0.177186527,0.051514294,0.030285876,0.013586187,0.161902066,0.0894424,0.020379281,0.011038777,0.025474101,0.33484291,0.079818851,0.028304557,0.049532975,0.715822247,0.617605434,0.097933767,0.001415228,0.038211152,0.069346165,0.021511463,0.440135862,0.165015568,0.080951033,0.127087461,0.019247099,0.322388905,0.339654684,0.078120577,0.004245684,0.056043023,0.039343334,0.223889046,0.051514294,0.083498443,0.077271441,0.020379281
g9_OxarnRqOAUn,0.039757995,0.142610199,0.234226448,1.468452895,0.11840968,0.060501296,0.180639585,0.254969749,0.204840104,0.495246327,0.625756266,0.297320657,0.223854797,1.314606742,0.172860847,0.237683665,0.051858254,0.066551426,4.464995678,0.953327571,1.401037165,0.02852204,0.527225583,0.080380294,0.22039758,0.447709594,0.096802074,0.019878997,0.399308557,0.200518583,0.082973207,0.114088159,0.319792567,0.112359551,0.026793431,0.082973207,0.1019879,1.076923077,0.018150389,0.040622299,0.185825411,0.981849611,0.568712187,0.402765774,0.044079516,0.144338807,0.072601556,0.025929127,1.522039758,0.370786517,0.174589455,0.911840968,0.100259291,1.135695765,0.838375108,0.478824546,0.288677615,0.426101988,0.04494382,0.133102852,0.186689715,0.131374244,0.038029386,0.054451167
gdcPCRZS1KRaNEl,0.135514019,0.152336449,0.147352025,1.347040498,0.052959502,0.043925234,0.152959502,0.229283489,0.163862928,0.557009346,0.604672897,0.239563863,0.301557632,1.383489097,0.194080997,0.233956386,0.063239875,0.169158879,4.881308411,1.183800623,1.708722741,0.038629283,0.758566978,0.130529595,0.20529595,0.524922118,0.050778816,0.026479751,0.508722741,0.213395639,0.072274143,0.097196262,0.357632399,0.152959502,0.034890966,0.080373832,0.15482866,0.966043614,0.101246106,0.071339564,0.09376947,1.135825545,0.745482866,0.387538941,0.035825545,0.214018692,0.452959502,0.080685358,1.662928349,0.394080997,0.345794393,0.947352025,0.103426791,1.129595016,0.890654206,0.56635514,0.196573209,0.456074766,0.10623053,0.404672897,0.1894081,0.096573209,0.033956386,0.048598131
tFtBExRJBk,0.081910073,0.224468456,0.249564308,1.768386197,0.08905542,0.067445103,0.213837574,0.305855699,0.269780411,0.621122342,0.842628093,0.384454514,0.233008017,1.734576507,0.229348205,0.292959219,0.086615545,0.13035901,5.91146741,1.394911119,2.010282328,0.06866504,0.862844197,0.134367375,0.258626699,0.615371209,0.070407808,0.028755664,0.48013245,0.206692227,0.076333217,0.092366678,0.315092367,0.130533287,0.049320321,0.118682468,0.134541652,1.288950854,0.100034855,0.069013594,0.161728825,1.101429069,0.611537121,0.482049495,0.052457302,0.233008017,0.126524922,0.036946671,2.03380969,0.472987104,0.325723249,1.180899268,0.148309516,1.401533635,1.154932032,0.667654235,0.329905891,0.511327989,0.084001394,0.248344371,0.272046009,0.200941094,0.044092018,0.118856745
lStXf77DFFOqMd3,0.075878594,0.106496273,0.073216187,0.759052183,0.065495208,0.04286475,0.054046858,0.128328009,0.118210863,0.626198083,0.498935037,0.144834931,0.166932907,1.349574015,0.197284345,0.146698616,0.043663472,0.150958466,3.061767838,0.701011715,0.986421725,0.038072417,0.443556976,0.066027689,0.132587859,0.285410011,0.020766773,0.056176784,0.412939297,0.23029819,0.132587859,0.062300319,0.315761448,0.104366347,0.047657082,0.080670927,0.091054313,0.635516507,0.039669862,0.048189563,0.05085197,0.540734824,0.234824281,0.305910543,0.020500532,0.181842386,0.093184239,0.034611289,0.995473908,0.242811502,0.250266241,0.497870075,0.062300319,0.621938232,0.807507987,0.293663472,0.147497338,0.260383387,0.064696486,0.248935037,0.158413206,0.196751864,0.053248136,0.109691161
